,               ,x center,-0.35,-0.25,-0.15,-0.05,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,1.05,1.15,1.25,1.35,1.45,1.55,1.65,1.75,1.85,1.95
,               ,x low   ,-0.4,-0.3,-0.2,-0.1,-3.47E-17,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.95
,               ,x high  ,-0.3,-0.2,-0.1,6.94E-17,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.95
p,132+124,value,15.5419,16.2632,16.9196,17.0896,17.2303,17.2626,16.9163,16.2538,15.418,14.5262,13.5509,12.1174,10.6823,9.19791,7.45811,5.84523,4.18881,2.71773,1.7011,0.978429,0.560574,0.306558,0.148542,0.0607422
, ,error,0.405882,0.454862,0.454504,0.486811,0.515474,0.526954,0.53995,0.560908,0.510582,0.488573,0.432893,0.39957,0.358974,0.295041,0.233502,0.203708,0.13953,0.0991809,0.0570502,0.0389743,0.0292587,0.0187898,0.0105335,0.00619847
,108+112,value,13.9178,14.4336,14.7671,14.8324,14.955,14.6605,14.3187,13.6251,12.7192,11.9632,10.7894,9.7033,8.40799,7.06588,5.64974,4.19072,2.95892,1.91102,1.20721,0.691294,0.370464,0.192984,0.117037,0.0429854
, ,error,0.365909,0.37592,0.436905,0.43351,0.471392,0.471604,0.464459,0.462717,0.437396,0.409978,0.378453,0.351715,0.281916,0.233687,0.188223,0.145982,0.100808,0.0672161,0.0411518,0.0261164,0.022549,0.0102721,0.00893295,0.00440354
d,132+126,value,10.3797,10.9793,11.3285,11.6099,11.7596,11.558,11.1425,10.6315,9.79705,9.14533,8.12576,7.1513,6.0133,4.82025,3.49468,2.14036,1.22451,0.545878,0.222199,0.0512133,0.00930509,0.000488773,0,0
, ,error,0.315194,0.352976,0.371966,0.369544,0.36709,0.382642,0.371131,0.356156,0.302943,0.289757,0.250152,0.214647,0.197545,0.140186,0.100584,0.0718473,0.0470796,0.026905,0.0150059,0.00692911,0.00297032,0.000526405,0,0
,108+114,value,11.5952,12.4036,12.8452,13.2917,13.2789,13.033,12.6405,11.9077,11.0297,10.1024,8.97134,7.6155,6.16217,4.76008,3.30338,1.99853,1.0351,0.445863,0.162435,0.0521713,0.0135949,0,0,0
, ,error,0.380294,0.411196,0.447174,0.471728,0.45676,0.44671,0.460665,0.418654,0.393621,0.336056,0.316694,0.254591,0.195868,0.155067,0.115437,0.0739523,0.0394284,0.0276465,0.00955808,0.0070507,0.00284788,0,0,0
t,132+128,value,6.3878,6.97248,7.22946,7.24665,7.15157,6.99647,6.66849,6.13478,5.64107,5.08034,4.43718,3.75381,2.91,2.14302,1.34449,0.766237,0.387729,0.135048,0.0514971,0.0168223,0.00787931,0.000519843,0.000526621,0
, ,error,0.282374,0.276768,0.293295,0.240806,0.244424,0.235961,0.23565,0.1919,0.175925,0.16598,0.13262,0.121975,0.0820614,0.0621716,0.0447961,0.0359971,0.0218702,0.0118766,0.00704843,0.00425539,0.00270982,0.000808583,0.000739696,0
